"","sentiment","n","percent"
"1","anger",51,3
"2","anticipation",225,13.24
"3","disgust",25,1.47
"4","fear",754,44.38
"5","joy",227,13.36
"6","sadness",158,9.3
"7","surprise",61,3.59
"8","trust",198,11.65
