"","sentiment","n","percent"
"1","anger",23,5.72
"2","anticipation",87,21.64
"3","disgust",17,4.23
"4","fear",44,10.95
"5","joy",69,17.16
"6","sadness",47,11.69
"7","surprise",43,10.7
"8","trust",72,17.91
