"","sentiment","n","percent"
"1","anger",237,5.04
"2","anticipation",864,18.39
"3","disgust",160,3.4
"4","fear",673,14.32
"5","joy",812,17.28
"6","sadness",406,8.64
"7","surprise",455,9.68
"8","trust",1092,23.24
