"","mean_senti","Date"
"1",1.6,2010-03-01
"2",0,2010-05-01
"3",0,2010-06-01
"4",-0.5,2010-12-01
"5",1,2011-01-01
"6",0.6,2011-04-01
"7",0,2011-07-01
"8",0,2011-08-01
"9",-0.75,2012-01-01
"10",0,2012-02-01
"11",0.75,2012-05-01
"12",0.5,2012-07-01
"13",-0.75,2012-08-01
"14",-1,2012-09-01
"15",0.425,2012-10-01
"16",-0.3875,2012-11-01
"17",0.229166666666667,2012-12-01
"18",0,2013-01-01
"19",-0.25,2013-03-01
"20",0,2013-04-01
"21",1.2,2013-05-01
"22",0.5,2013-06-01
"23",1.175,2013-07-01
"24",0,2013-11-01
"25",-0.4875,2013-12-01
"26",-0.1875,2014-01-01
"27",-0.25,2014-02-01
"28",0.75,2014-03-01
"29",0,2014-06-01
"30",0.5,2014-07-01
"31",0.8,2014-08-01
"32",0.00555555555555555,2014-10-01
"33",-0.125,2014-11-01
"34",0,2014-12-01
"35",0.5,2015-02-01
"36",0.8,2015-03-01
"37",0.3,2015-08-01
"38",-0.533333333333333,2015-12-01
"39",0.85,2016-01-01
"40",0.95,2016-05-01
"41",-0.5,2016-08-01
"42",0.25,2017-02-01
"43",-1.75,2017-05-01
"44",-0.25,2017-08-01
"45",0.25,2017-09-01
"46",0.616666666666667,2017-10-01
"47",0.25,2017-11-01
"48",0.4875,2017-12-01
"49",1.29,2018-02-01
"50",0.516666666666667,2018-03-01
"51",1.36666666666667,2018-04-01
"52",1.7,2018-05-01
"53",1.8,2018-06-01
"54",0.8,2018-07-01
"55",1.125,2018-08-01
"56",-0.1,2018-09-01
"57",0,2018-12-01
"58",0.25,2019-01-01
"59",0.475,2019-02-01
"60",0.666666666666667,2019-03-01
"61",-0.025,2019-04-01
"62",0.19,2019-06-01
"63",2.4,2019-07-01
"64",1.3,2019-08-01
"65",-0.5,2019-09-01
"66",-0.583333333333333,2019-10-01
"67",0.75,2019-11-01
"68",-0.0333333333333333,2019-12-01
"69",0,2020-01-01
"70",0.184821428571429,2020-02-01
"71",0,2020-03-01
"72",0.5,2020-04-01
"73",-0.8875,2020-05-01
"74",0.05,2020-06-01
"75",-0.25,2020-07-01
"76",-0.15,2020-08-01
"77",0.591666666666667,2020-09-01
"78",0,2020-10-01
"79",0.675,2020-11-01
"80",-0.075,2020-12-01
"81",-0.234615384615385,2021-01-01
"82",-0.1375,2021-02-01
"83",0.65,2021-03-01
"84",0.966666666666667,2021-04-01
"85",1.35,2021-05-01
"86",0.25,2021-06-01
"87",0.8375,2021-07-01
"88",0.4,2021-08-01
