"","sentiment","n","percent"
"1","anger",40,7.01
"2","anticipation",97,16.99
"3","disgust",25,4.38
"4","fear",168,29.42
"5","joy",69,12.08
"6","sadness",48,8.41
"7","surprise",35,6.13
"8","trust",89,15.59
