"","sentiment","n","percent"
"1","anger",652,11.64
"2","anticipation",758,13.54
"3","disgust",301,5.38
"4","fear",1280,22.86
"5","joy",689,12.31
"6","sadness",730,13.04
"7","surprise",364,6.5
"8","trust",825,14.73
