"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB30642691","Other","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"2","GB30642691","Urban and transport","Suspected","Urban","Other (not in list, must add details in comments)","Suspected"
"3","GB30642691","Other","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"4","GB30642691","Urban and transport","Suspected","Urban","Other (not in list, must add details in comments)","Suspected"
"5","GB30642691","Water Industry","Probable","Other (not in list)","Sewage discharge (continuous)","Probable"
