"","sentiment","n","percent"
"1","anger",4212,7.22
"2","anticipation",9803,16.8
"3","disgust",2024,3.47
"4","fear",8044,13.79
"5","joy",9979,17.1
"6","sadness",5165,8.85
"7","surprise",5368,9.2
"8","trust",13751,23.57
