"","sentiment","n","percent"
"1","anger",1,1.37
"2","anticipation",19,26.03
"3","disgust",2,2.74
"4","fear",18,24.66
"5","joy",8,10.96
"6","sadness",9,12.33
"7","surprise",1,1.37
"8","trust",15,20.55
