"","X","text","n"
"1",1,"brook acre school",2
"2",2,"20 little brook rd",1
"3",3,"3and4 hilden brook trench farm",1
"4",4,"a house cat",1
"5",5,"a manhole cover",1
"6",6,"a rather substantial bra",1
"7",7,"a structure fire",1
"8",8,"alton stewiacke fires",1
"9",9,"an automated tweet",1
"10",10,"an empty litter",1
"11",11,"beautiful blue sky",1
"12",12,"better  hilden brook",1
"13",13,"bin  horrible people",1
"14",14,"both my primary and secondary school  primary",1
"15",15,"chestnut lodge care",1
"16",16,"colchester county and east hants",1
"17",17,"explorer 147 1and2 riverhill",1
"18",18,"farm sportsground",1
"19",19,"fire services",1
"20",20,"frm lantz shubenacadie milford",1
"21",21,"green red blue",1
"22",22,"happy new year",1
"23",23,"hilden area colchester county",1
"24",24,"hilden brook",1
"25",25,"hilden brook tonbridge farm",1
