"","sentiment","n","percent"
"1","anger",158,10.38
"2","anticipation",267,17.54
"3","disgust",66,4.34
"4","fear",197,12.94
"5","joy",198,13.01
"6","sadness",87,5.72
"7","surprise",124,8.15
"8","trust",425,27.92
