"","sentiment","n","percent"
"1","anger",7,1.53
"2","anticipation",11,2.4
"3","disgust",6,1.31
"4","fear",402,87.77
"5","joy",11,2.4
"6","sadness",7,1.53
"7","surprise",7,1.53
"8","trust",7,1.53
