"","sentiment","n","percent"
"1","anger",45,8.35
"2","anticipation",73,13.54
"3","disgust",21,3.9
"4","fear",166,30.8
"5","joy",74,13.73
"6","sadness",37,6.86
"7","surprise",30,5.57
"8","trust",93,17.25
