"","sentiment","n","percent"
"1","anger",3840,7.59
"2","anticipation",8054,15.91
"3","disgust",1798,3.55
"4","fear",7347,14.51
"5","joy",8315,16.43
"6","sadness",4684,9.25
"7","surprise",4328,8.55
"8","trust",12256,24.21
