"","sentiment","n","percent"
"1","anger",23841,4.7
"2","anticipation",225454,44.48
"3","disgust",15086,2.98
"4","fear",49368,9.74
"5","joy",43326,8.55
"6","sadness",46018,9.08
"7","surprise",43965,8.67
"8","trust",59832,11.8
