"","sentiment","n","percent"
"1","anger",368,4.49
"2","anticipation",1457,17.79
"3","disgust",226,2.76
"4","fear",1930,23.56
"5","joy",1237,15.1
"6","sadness",1067,13.03
"7","surprise",656,8.01
"8","trust",1250,15.26
