"","sentiment","n","percent"
"1","anger",280,4.28
"2","anticipation",861,13.18
"3","disgust",184,2.82
"4","fear",2456,37.58
"5","joy",609,9.32
"6","sadness",1023,15.65
"7","surprise",325,4.97
"8","trust",797,12.2
