"","sentiment","n","percent"
"1","anger",7,7.69
"2","anticipation",18,19.78
"3","disgust",6,6.59
"4","fear",7,7.69
"5","joy",14,15.38
"6","sadness",9,9.89
"7","surprise",11,12.09
"8","trust",19,20.88
