"","sentiment","n","percent"
"1","anger",3905,8.7
"2","anticipation",7229,16.11
"3","disgust",2137,4.76
"4","fear",7033,15.67
"5","joy",7037,15.68
"6","sadness",5329,11.87
"7","surprise",3750,8.35
"8","trust",8464,18.86
