"","sentiment","n","percent"
"1","anger",852,5.11
"2","anticipation",4342,26.05
"3","disgust",589,3.53
"4","fear",1286,7.71
"5","joy",3239,19.43
"6","sadness",1351,8.1
"7","surprise",1910,11.46
"8","trust",3102,18.61
