"","sentiment","n","percent"
"1","anger",10,5.59
"2","anticipation",22,12.29
"3","disgust",35,19.55
"4","fear",23,12.85
"5","joy",28,15.64
"6","sadness",15,8.38
"7","surprise",12,6.7
"8","trust",34,18.99
