"","sentiment","n","percent"
"1","anger",132,3.63
"2","anticipation",759,20.86
"3","disgust",117,3.22
"4","fear",285,7.83
"5","joy",698,19.18
"6","sadness",406,11.16
"7","surprise",456,12.53
"8","trust",786,21.6
