"","sentiment","n","percent"
"1","anger",51,13.93
"2","anticipation",38,10.38
"3","disgust",22,6.01
"4","fear",95,25.96
"5","joy",18,4.92
"6","sadness",29,7.92
"7","surprise",11,3.01
"8","trust",102,27.87
