"","sentiment","n","percent"
"1","anger",369,4.5
"2","anticipation",1467,17.9
"3","disgust",228,2.78
"4","fear",1931,23.56
"5","joy",1224,14.93
"6","sadness",1067,13.02
"7","surprise",657,8.02
"8","trust",1253,15.29
