"","sentiment","n","percent"
"1","anger",16107,7.65
"2","anticipation",36566,17.36
"3","disgust",11302,5.37
"4","fear",25681,12.19
"5","joy",33742,16.02
"6","sadness",23156,11
"7","surprise",17746,8.43
"8","trust",46298,21.98
