"","sentiment","n","percent"
"1","anger",2,11.76
"2","anticipation",3,17.65
"3","fear",4,23.53
"4","joy",3,17.65
"5","sadness",2,11.76
"6","surprise",1,5.88
"7","trust",2,11.76
