"","sentiment","n","percent"
"1","anger",1717,4.31
"2","anticipation",9101,22.87
"3","disgust",1147,2.88
"4","fear",2494,6.27
"5","joy",8762,22.02
"6","sadness",3033,7.62
"7","surprise",5145,12.93
"8","trust",8395,21.1
