"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039022860","Agriculture and rural land management","Probable","Agriculture - Arable","Poor nutrient management","Probable"
"2","GB106039022860","Agriculture and rural land management","Probable","Not applicable","Other (not in list, must add details in comments)","Probable"
"3","GB106039022860","Water Industry","Probable","Other (not in list)","Sewage discharge (continuous)","Probable"
"4","GB106039022860","Water Industry","Probable","Not applicable","Sewage discharge (continuous)","Probable"
"5","GB106039022860","Agriculture and rural land management","Probable","Agriculture - Arable","Land drainage","Probable"
