"","sentiment","n","percent"
"1","anger",12072,10.32
"2","anticipation",15407,13.17
"3","disgust",16843,14.39
"4","fear",18263,15.61
"5","joy",13799,11.79
"6","sadness",14174,12.11
"7","surprise",8687,7.42
"8","trust",17784,15.2
