"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039023070","Urban and transport","Probable","Urban","Urbanisation - urban development","Probable"
"2","GB106039023070","Urban and transport","Confirmed","Not applicable","Other (not in list, must add details in comments)","Confirmed"
