"","sentiment","n","percent"
"1","anger",15,7.14
"2","anticipation",42,20
"3","disgust",9,4.29
"4","fear",27,12.86
"5","joy",34,16.19
"6","sadness",14,6.67
"7","surprise",14,6.67
"8","trust",55,26.19
