"","sentiment","n","percent"
"1","anger",4,5.06
"2","anticipation",7,8.86
"3","disgust",5,6.33
"4","fear",41,51.9
"5","joy",7,8.86
"6","sadness",5,6.33
"7","surprise",3,3.8
"8","trust",7,8.86
