"","sentiment","n","percent"
"1","anger",15071,10.64
"2","anticipation",21687,15.3
"3","disgust",5819,4.11
"4","fear",18845,13.3
"5","joy",24835,17.53
"6","sadness",20414,14.41
"7","surprise",9752,6.88
"8","trust",25277,17.84
