"","sentiment","n","percent"
"1","anger",16008,7.59
"2","anticipation",36591,17.34
"3","disgust",11237,5.32
"4","fear",25715,12.18
"5","joy",34083,16.15
"6","sadness",23172,10.98
"7","surprise",17868,8.47
"8","trust",46366,21.97
