"","sentiment","n","percent"
"1","anger",105649,15.63
"2","anticipation",87830,13
"3","disgust",69731,10.32
"4","fear",86739,12.84
"5","joy",89775,13.28
"6","sadness",83108,12.3
"7","surprise",55560,8.22
"8","trust",97381,14.41
