"","sentiment","n","percent"
"1","anger",5,9.62
"2","anticipation",12,23.08
"3","disgust",5,9.62
"4","fear",4,7.69
"5","joy",7,13.46
"6","sadness",6,11.54
"7","surprise",3,5.77
"8","trust",10,19.23
