"","sentiment","n","percent"
"1","anger",182,6.02
"2","anticipation",645,21.32
"3","disgust",150,4.96
"4","fear",218,7.21
"5","joy",600,19.83
"6","sadness",253,8.36
"7","surprise",316,10.45
"8","trust",661,21.85
