"","sentiment","n","percent"
"1","anger",8,5.71
"2","anticipation",32,22.86
"3","disgust",17,12.14
"4","fear",12,8.57
"5","joy",20,14.29
"6","sadness",7,5
"7","surprise",10,7.14
"8","trust",34,24.29
