"","sentiment","n","percent"
"1","anger",12,7.89
"2","anticipation",28,18.42
"3","disgust",11,7.24
"4","fear",11,7.24
"5","joy",24,15.79
"6","sadness",18,11.84
"7","surprise",11,7.24
"8","trust",37,24.34
