"","sentiment","n","percent"
"1","anger",142,11.69
"2","anticipation",231,19.01
"3","disgust",96,7.9
"4","fear",150,12.35
"5","joy",169,13.91
"6","sadness",106,8.72
"7","surprise",113,9.3
"8","trust",208,17.12
