"","sentiment","n","percent"
"1","anger",5,7.94
"2","anticipation",12,19.05
"3","disgust",5,7.94
"4","fear",7,11.11
"5","joy",11,17.46
"6","sadness",6,9.52
"7","surprise",7,11.11
"8","trust",10,15.87
