"","sentiment","n","percent"
"1","anger",1708,6.66
"2","anticipation",6697,26.11
"3","disgust",1013,3.95
"4","fear",2785,10.86
"5","joy",4179,16.29
"6","sadness",1926,7.51
"7","surprise",2385,9.3
"8","trust",4961,19.34
