"","mean_senti","Date"
"1",2.25,2009-06-01
"2",2.625,2011-08-01
"3",0.1,2012-05-01
"4",0.525,2012-09-01
"5",0.1,2012-12-01
"6",-0.216666666666667,2013-01-01
"7",-0.5,2013-04-01
"8",0,2013-05-01
"9",-0.216666666666667,2014-01-01
"10",0.25,2014-02-01
"11",0.7,2014-04-01
"12",0.45,2014-05-01
"13",0.6,2014-06-01
"14",1,2014-07-01
"15",-0.2,2015-01-01
"16",0.65,2015-03-01
"17",0.3125,2015-05-01
"18",1,2015-06-01
"19",0.25,2016-02-01
"20",-0.208333333333333,2016-03-01
"21",-0.113333333333333,2016-05-01
"22",0.6,2016-09-01
"23",0,2017-01-01
"24",0.375,2017-02-01
"25",-0.25,2017-04-01
"26",0.8,2017-06-01
"27",1.05,2017-07-01
"28",-0.28125,2017-12-01
"29",-0.2,2018-01-01
"30",0.225,2018-03-01
"31",-0.0666666666666667,2018-04-01
"32",0,2018-05-01
"33",-0.5,2018-07-01
"34",2.6,2018-08-01
"35",1.55,2018-11-01
"36",1.1,2019-01-01
"37",0.85,2019-03-01
"38",0.5,2019-04-01
"39",0.35,2019-05-01
"40",-0.5,2019-06-01
"41",-0.835,2019-09-01
"42",-0.1109375,2019-12-01
"43",-0.102380952380952,2020-01-01
"44",-0.0885416666666667,2020-02-01
"45",-0.135227272727273,2020-03-01
"46",-0.125,2020-04-01
"47",0.3,2020-05-01
"48",1.525,2020-06-01
"49",2.25,2020-07-01
"50",-1.05,2020-09-01
"51",1.6,2020-10-01
"52",0,2020-12-01
"53",0.141666666666667,2021-01-01
"54",-0.07,2021-02-01
"55",0,2021-05-01
"56",0,2021-07-01
