"","sentiment","n","percent"
"1","anger",18547,8.04
"2","anticipation",43423,18.83
"3","disgust",11933,5.18
"4","fear",35351,15.33
"5","joy",30930,13.41
"6","sadness",21807,9.46
"7","surprise",17934,7.78
"8","trust",50650,21.97
