"","sentiment","n","percent"
"1","anger",153,10.77
"2","anticipation",237,16.69
"3","disgust",70,4.93
"4","fear",184,12.96
"5","joy",189,13.31
"6","sadness",157,11.06
"7","surprise",130,9.15
"8","trust",300,21.13
