"","sentiment","n","percent"
"1","anger",9,3.32
"2","anticipation",89,32.84
"3","disgust",5,1.85
"4","fear",8,2.95
"5","joy",74,27.31
"6","sadness",4,1.48
"7","surprise",11,4.06
"8","trust",71,26.2
