"","X","text","n"
"1",1,"edgar lee masters",9
"2",2,"spoon river anthology",8
"3",3,"the american small town",8
"4",4,"a small town",6
"5",5,"a small river",5
"6",6,"a cork accent",4
"7",7,"a small scene",4
"8",8,"afternoon tea cocktails",4
"9",9,"spoon river america edgar",4
"10",10,"the chena river",4
"11",11,"the grill room",4
"12",12,"the river club dinner",4
"13",13,"the river lee gift",4
"14",14,"the spoon river anthology",4
"15",15,"16092016 small river",3
"16",16,"a small friendly business",3
"17",17,"a small stream",3
"18",18,"a special birthday request",3
"19",19,"his new book spoon river america edgar",3
"20",20,"interior news winter airboat",3
"21",21,"small irish hospitals",3
"22",22,"the lee valley boat centre",3
"23",23,"the river lea",3
"24",24,"the river plate",3
"25",25,"their unique epitaph",3
