"","sentiment","n","percent"
"1","anger",94,8.55
"2","anticipation",191,17.38
"3","disgust",58,5.28
"4","fear",135,12.28
"5","joy",167,15.2
"6","sadness",111,10.1
"7","surprise",89,8.1
"8","trust",254,23.11
