"","sentiment","n","percent"
"1","anger",1891,9.53
"2","anticipation",3538,17.83
"3","disgust",746,3.76
"4","fear",3559,17.94
"5","joy",2775,13.99
"6","sadness",1460,7.36
"7","surprise",1648,8.31
"8","trust",4224,21.29
