"","sentiment","n","percent"
"1","anger",553,6.94
"2","anticipation",1548,19.42
"3","disgust",413,5.18
"4","fear",826,10.36
"5","joy",1458,18.29
"6","sadness",804,10.08
"7","surprise",712,8.93
"8","trust",1659,20.81
