"","sentiment","n","percent"
"1","anger",1023,3.32
"2","anticipation",7803,25.33
"3","disgust",1470,4.77
"4","fear",2195,7.13
"5","joy",2840,9.22
"6","sadness",2712,8.8
"7","surprise",2111,6.85
"8","trust",10648,34.57
