"","sentiment","n","percent"
"1","anger",37,6.23
"2","anticipation",56,9.43
"3","disgust",106,17.85
"4","fear",277,46.63
"5","joy",38,6.4
"6","sadness",12,2.02
"7","surprise",19,3.2
"8","trust",49,8.25
