"","mean_senti","Date"
"1",0.25,2010-03-01
"2",0,2010-08-01
"3",-1.1,2010-09-01
"4",0,2010-11-01
"5",0.775,2011-01-01
"6",0,2011-02-01
"7",0.25,2011-03-01
"8",1,2011-04-01
"9",-0.1,2011-06-01
"10",0,2011-07-01
"11",0.472222222222222,2011-08-01
"12",0.4125,2011-09-01
"13",0.133333333333333,2011-10-01
"14",-0.541666666666667,2011-11-01
"15",-0.3125,2011-12-01
"16",0.075,2012-01-01
"17",-0.625,2012-02-01
"18",0.0214285714285714,2012-03-01
"19",-0.26969696969697,2012-04-01
"20",-0.134375,2012-05-01
"21",0.303571428571429,2012-06-01
"22",0.190909090909091,2012-07-01
"23",0.175,2012-08-01
"24",0.411111111111111,2012-09-01
"25",0.046875,2012-10-01
"26",-0.0583333333333333,2012-11-01
"27",-0.00381944444444444,2012-12-01
"28",-0.15,2013-01-01
"29",-0.15,2013-02-01
"30",-0.015,2013-03-01
"31",-0.24,2013-04-01
"32",1.63991228070175,2013-05-01
"33",1.1125,2013-06-01
"34",0.714285714285714,2013-07-01
"35",-0.275,2013-08-01
"36",0.344444444444444,2013-09-01
"37",-0.0857142857142857,2013-10-01
"38",0.25,2013-11-01
"39",0.25,2013-12-01
"40",-0.18,2014-01-01
"41",0.525,2014-02-01
"42",0.3875,2014-03-01
"43",-0.0571428571428571,2014-04-01
"44",0.25,2014-05-01
"45",0,2014-06-01
"46",0.375,2014-07-01
"47",0.0916666666666667,2014-08-01
"48",1.35,2014-09-01
"49",0.4,2014-10-01
"50",-0.3,2014-11-01
"51",0,2014-12-01
"52",0.1,2015-01-01
"53",1,2015-03-01
"54",-0.0666666666666667,2015-04-01
"55",0.4,2015-05-01
"56",0,2015-06-01
"57",-0.0875,2015-07-01
"58",0.833333333333333,2015-08-01
"59",0.675,2015-09-01
"60",0.763571428571429,2015-10-01
"61",-0.1,2015-11-01
"62",0.366666666666667,2015-12-01
"63",-0.3,2016-01-01
"64",0.5,2016-02-01
"65",0.683333333333333,2016-03-01
"66",0.6,2016-04-01
"67",-0.225,2016-05-01
"68",0.65,2016-06-01
"69",0.725,2016-08-01
"70",0.4,2016-09-01
"71",0.783333333333333,2016-10-01
"72",-0.7,2016-11-01
"73",0,2016-12-01
"74",-0.47,2017-01-01
"75",0.37,2017-02-01
"76",0,2017-03-01
"77",1.65,2017-04-01
"78",0.6,2017-05-01
"79",0.4,2017-07-01
"80",0.4,2017-08-01
"81",-0.1,2017-09-01
"82",-0.2,2017-11-01
"83",-1.75,2017-12-01
"84",-2.1,2018-01-01
"85",0.95,2018-03-01
"86",-0.125,2018-04-01
"87",-5.5,2018-05-01
"88",-0.1,2018-06-01
"89",0.383333333333333,2018-10-01
"90",0.3125,2018-11-01
"91",-0.375,2018-12-01
"92",-0.05,2019-01-01
"93",-0.0333333333333333,2019-02-01
"94",0.775,2019-03-01
"95",0.15,2019-05-01
"96",0.2,2019-06-01
"97",-0.133333333333333,2019-07-01
"98",0,2019-09-01
"99",1.225,2019-10-01
"100",0,2019-11-01
"101",-0.35,2019-12-01
"102",1.85,2020-01-01
"103",0.2,2020-02-01
"104",-0.62,2020-03-01
"105",-0.125,2020-04-01
"106",1.725,2020-05-01
"107",1.2125,2020-06-01
"108",0.125,2020-07-01
"109",1.95,2020-08-01
"110",-1.9,2020-09-01
"111",-0.25,2020-10-01
"112",-0.75,2020-11-01
"113",2.03333333333333,2020-12-01
"114",0.770833333333333,2021-01-01
"115",1.16666666666667,2021-02-01
"116",1.26666666666667,2021-03-01
"117",1.35,2021-04-01
"118",0.125,2021-05-01
"119",0.3,2021-07-01
"120",0.275,2021-08-01
