"","sentiment","n","percent"
"1","anger",702,6.29
"2","anticipation",2100,18.82
"3","disgust",636,5.7
"4","fear",1134,10.16
"5","joy",1937,17.36
"6","sadness",1040,9.32
"7","surprise",1052,9.43
"8","trust",2556,22.91
