"","sentiment","n","percent"
"1","anger",1727,7.45
"2","anticipation",4138,17.85
"3","disgust",1008,4.35
"4","fear",2965,12.79
"5","joy",4695,20.25
"6","sadness",2956,12.75
"7","surprise",2164,9.33
"8","trust",3535,15.24
