"","sentiment","n","percent"
"1","anger",101,7.53
"2","anticipation",275,20.49
"3","disgust",55,4.1
"4","fear",145,10.8
"5","joy",197,14.68
"6","sadness",107,7.97
"7","surprise",90,6.71
"8","trust",372,27.72
