"","sentiment","n","percent"
"1","anger",11,3.14
"2","anticipation",79,22.57
"3","disgust",10,2.86
"4","fear",44,12.57
"5","joy",81,23.14
"6","sadness",30,8.57
"7","surprise",40,11.43
"8","trust",55,15.71
