"","sentiment","n","percent"
"1","anger",2145,8.02
"2","anticipation",5065,18.95
"3","disgust",1446,5.41
"4","fear",5123,19.16
"5","joy",3983,14.9
"6","sadness",2072,7.75
"7","surprise",1880,7.03
"8","trust",5018,18.77
