"","sentiment","n","percent"
"1","anger",4,2.78
"2","anticipation",33,22.92
"3","disgust",4,2.78
"4","fear",6,4.17
"5","joy",31,21.53
"6","sadness",13,9.03
"7","surprise",14,9.72
"8","trust",39,27.08
