"","sentiment","n","percent"
"1","anger",276,4.28
"2","anticipation",835,12.95
"3","disgust",181,2.81
"4","fear",2455,38.09
"5","joy",591,9.17
"6","sadness",1021,15.84
"7","surprise",321,4.98
"8","trust",766,11.88
