"","sentiment","n","percent"
"1","anger",84,8.05
"2","anticipation",201,19.25
"3","disgust",51,4.89
"4","fear",89,8.52
"5","joy",179,17.15
"6","sadness",106,10.15
"7","surprise",116,11.11
"8","trust",218,20.88
