"","sentiment","n","percent"
"1","anger",138,8.61
"2","anticipation",230,14.35
"3","disgust",219,13.66
"4","fear",226,14.1
"5","joy",214,13.35
"6","sadness",192,11.98
"7","surprise",123,7.67
"8","trust",261,16.28
