"","sentiment","n","percent"
"1","anger",1,2.44
"2","anticipation",8,19.51
"3","disgust",4,9.76
"4","fear",8,19.51
"5","joy",6,14.63
"6","sadness",2,4.88
"7","surprise",5,12.2
"8","trust",7,17.07
