"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039017720","Water Industry","Probable","Other (not in list)","Sewage discharge (continuous)","Probable"
"2","GB106039017720","Agriculture and rural land management","Suspected","Agriculture - Arable","Land drainage","Suspected"
"3","GB106039017720","Agriculture and rural land management","Suspected","Agriculture - Arable","Barriers - ecological discontinuity","Suspected"
